feature_name,date_code,measure,response,percent,gender,urban_rural_classification,simd_quintiles,type_of_tenure,household_type,ethnicity,walking_distance_to_nearest_greenspace
Argyll and Bute,2013,neighbourhood_rating,Fairly good,38,All,All,All,All,With Children,All,All
Renfrewshire,2019,neighbourhood_rating,Fairly good,55,All,All,All,All,With Children,All,All
Scotland,2013,neighbourhood_rating,Fairly good,40,All,All,All,All,With Children,All,All
Na h-Eileanan Siar,2015,neighbourhood_rating,Very good,72,All,All,All,All,With Children,All,All
Fife,2014,neighbourhood_rating,Fairly good,47,All,All,All,All,With Children,All,All
Argyll and Bute,2014,neighbourhood_rating,Fairly poor,4,All,All,All,All,With Children,All,All
Scotland,2013,neighbourhood_rating,Very good,52,All,All,All,All,With Children,All,All
Dundee City,2018,neighbourhood_rating,Fairly good,32,All,All,All,All,With Children,All,All
Highland,2017,neighbourhood_rating,Fairly good,27,All,All,All,All,With Children,All,All
Midlothian,2018,neighbourhood_rating,Fairly poor,2,All,All,All,All,With Children,All,All
City of Edinburgh,2019,neighbourhood_rating,Fairly good,42,All,All,All,All,With Children,All,All
Clackmannanshire,2017,neighbourhood_rating,Fairly good,48,All,All,All,All,With Children,All,All
Na h-Eileanan Siar,2016,neighbourhood_rating,Very good,85,All,All,All,All,With Children,All,All
East Renfrewshire,2014,neighbourhood_rating,Very good,67,All,All,All,All,With Children,All,All
East Dunbartonshire,2013,neighbourhood_rating,Fairly good,24,All,All,All,All,With Children,All,All
Falkirk,2013,neighbourhood_rating,Fairly good,40,All,All,All,All,With Children,All,All
Na h-Eileanan Siar,2015,neighbourhood_rating,Fairly good,27,All,All,All,All,With Children,All,All
East Lothian,2017,neighbourhood_rating,Very good,60,All,All,All,All,With Children,All,All
Na h-Eileanan Siar,2013,neighbourhood_rating,Very good,80,All,All,All,All,With Children,All,All
Fife,2014,neighbourhood_rating,Very poor,6,All,All,All,All,With Children,All,All
Midlothian,2013,neighbourhood_rating,Fairly good,49,All,All,All,All,With Children,All,All
Highland,2015,neighbourhood_rating,Fairly good,35,All,All,All,All,With Children,All,All
Glasgow City,2018,neighbourhood_rating,Very poor,2,All,All,All,All,With Children,All,All
Dundee City,2018,neighbourhood_rating,Fairly poor,13,All,All,All,All,With Children,All,All
City of Edinburgh,2016,neighbourhood_rating,Fairly good,31,All,All,All,All,With Children,All,All
South Lanarkshire,2014,neighbourhood_rating,Fairly good,44,All,All,All,All,With Children,All,All
Stirling,2014,neighbourhood_rating,Fairly good,31,All,All,All,All,With Children,All,All
South Lanarkshire,2016,neighbourhood_rating,Fairly good,54,All,All,All,All,With Children,All,All
South Lanarkshire,2017,neighbourhood_rating,Fairly poor,6,All,All,All,All,With Children,All,All
Clackmannanshire,2017,neighbourhood_rating,Very good,41,All,All,All,All,With Children,All,All
Stirling,2013,neighbourhood_rating,Very good,67,All,All,All,All,With Children,All,All
Stirling,2016,neighbourhood_rating,Fairly poor,6,All,All,All,All,With Children,All,All
North Ayrshire,2013,neighbourhood_rating,Fairly good,41,All,All,All,All,With Children,All,All
East Ayrshire,2018,neighbourhood_rating,Fairly good,31,All,All,All,All,With Children,All,All
Fife,2015,neighbourhood_rating,Fairly good,37,All,All,All,All,With Children,All,All
Falkirk,2015,neighbourhood_rating,Fairly poor,3,All,All,All,All,With Children,All,All
Glasgow City,2013,neighbourhood_rating,Very good,39,All,All,All,All,With Children,All,All
East Lothian,2018,neighbourhood_rating,Fairly good,40,All,All,All,All,With Children,All,All
Fife,2018,neighbourhood_rating,Fairly poor,3,All,All,All,All,With Children,All,All
North Lanarkshire,2014,neighbourhood_rating,Fairly good,53,All,All,All,All,With Children,All,All
East Dunbartonshire,2016,neighbourhood_rating,Very good,76,All,All,All,All,With Children,All,All
North Lanarkshire,2013,neighbourhood_rating,Fairly good,39,All,All,All,All,With Children,All,All
Angus,2016,neighbourhood_rating,Fairly poor,4,All,All,All,All,With Children,All,All
East Lothian,2019,neighbourhood_rating,Very poor,2,All,All,All,All,With Children,All,All
Glasgow City,2019,neighbourhood_rating,No opinion,1,All,All,All,All,With Children,All,All
East Ayrshire,2019,neighbourhood_rating,Very poor,2,All,All,All,All,With Children,All,All
East Renfrewshire,2019,neighbourhood_rating,No opinion,1,All,All,All,All,With Children,All,All
Aberdeenshire,2013,neighbourhood_rating,Very good,62,All,All,All,All,With Children,All,All
Glasgow City,2014,neighbourhood_rating,Very good,38,All,All,All,All,With Children,All,All
Aberdeenshire,2019,neighbourhood_rating,No opinion,1,All,All,All,All,With Children,All,All
Stirling,2013,neighbourhood_rating,Fairly good,30,All,All,All,All,With Children,All,All
Renfrewshire,2018,neighbourhood_rating,No opinion,4,All,All,All,All,With Children,All,All
Highland,2015,neighbourhood_rating,Fairly poor,6,All,All,All,All,With Children,All,All
Fife,2017,neighbourhood_rating,Fairly good,43,All,All,All,All,With Children,All,All
East Dunbartonshire,2018,neighbourhood_rating,Fairly good,31,All,All,All,All,With Children,All,All
West Dunbartonshire,2019,neighbourhood_rating,Very good,43,All,All,All,All,With Children,All,All
West Lothian,2017,neighbourhood_rating,Fairly good,59,All,All,All,All,With Children,All,All
Scotland,2017,neighbourhood_rating,Fairly good,38,All,All,All,All,With Children,All,All
Scotland,2014,neighbourhood_rating,No opinion,0,All,All,All,All,With Children,All,All
Scotland,2018,neighbourhood_rating,Fairly good,38,All,All,All,All,With Children,All,All
East Dunbartonshire,2013,neighbourhood_rating,No opinion,1,All,All,All,All,With Children,All,All
Shetland Islands,2017,neighbourhood_rating,Fairly good,17,All,All,All,All,With Children,All,All
Fife,2015,neighbourhood_rating,Very good,54,All,All,All,All,With Children,All,All
East Ayrshire,2018,neighbourhood_rating,Fairly poor,8,All,All,All,All,With Children,All,All
Argyll and Bute,2017,neighbourhood_rating,Fairly good,32,All,All,All,All,With Children,All,All
East Lothian,2015,neighbourhood_rating,Fairly good,22,All,All,All,All,With Children,All,All
East Dunbartonshire,2014,neighbourhood_rating,Fairly good,32,All,All,All,All,With Children,All,All
South Lanarkshire,2019,neighbourhood_rating,Fairly good,34,All,All,All,All,With Children,All,All
East Dunbartonshire,2017,neighbourhood_rating,Fairly good,13,All,All,All,All,With Children,All,All
Fife,2013,neighbourhood_rating,No opinion,1,All,All,All,All,With Children,All,All
Aberdeen City,2015,neighbourhood_rating,No opinion,1,All,All,All,All,With Children,All,All
Glasgow City,2017,neighbourhood_rating,Very good,43,All,All,All,All,With Children,All,All
Fife,2018,neighbourhood_rating,Fairly good,42,All,All,All,All,With Children,All,All
West Dunbartonshire,2014,neighbourhood_rating,Fairly poor,4,All,All,All,All,With Children,All,All
North Lanarkshire,2017,neighbourhood_rating,Fairly good,48,All,All,All,All,With Children,All,All
Glasgow City,2017,neighbourhood_rating,No opinion,1,All,All,All,All,With Children,All,All
City of Edinburgh,2016,neighbourhood_rating,No opinion,1,All,All,All,All,With Children,All,All
South Ayrshire,2013,neighbourhood_rating,Very good,45,All,All,All,All,With Children,All,All
Aberdeenshire,2016,neighbourhood_rating,Fairly poor,1,All,All,All,All,With Children,All,All
Perth and Kinross,2015,neighbourhood_rating,Very good,55,All,All,All,All,With Children,All,All
Glasgow City,2017,neighbourhood_rating,Fairly good,48,All,All,All,All,With Children,All,All
Fife,2019,neighbourhood_rating,Very poor,0,All,All,All,All,Pensioners,All,All
West Lothian,2017,neighbourhood_rating,Fairly poor,3,All,All,All,All,Pensioners,All,All
East Ayrshire,2014,neighbourhood_rating,Fairly poor,2,All,All,All,All,Pensioners,All,All
Dumfries and Galloway,2019,neighbourhood_rating,Fairly poor,1,All,All,All,All,Pensioners,All,All
Angus,2013,neighbourhood_rating,Fairly good,33,All,All,All,All,Pensioners,All,All
City of Edinburgh,2014,neighbourhood_rating,Fairly poor,2,All,All,All,All,Pensioners,All,All
Renfrewshire,2014,neighbourhood_rating,Fairly poor,2,All,All,All,All,Pensioners,All,All
Falkirk,2019,neighbourhood_rating,Fairly poor,2,All,All,All,All,Pensioners,All,All
East Lothian,2013,neighbourhood_rating,Fairly good,26,All,All,All,All,Pensioners,All,All
Aberdeenshire,2014,neighbourhood_rating,Fairly good,29,All,All,All,All,Pensioners,All,All
North Ayrshire,2018,neighbourhood_rating,Fairly good,23,All,All,All,All,Pensioners,All,All
Stirling,2018,neighbourhood_rating,Fairly good,27,All,All,All,All,Pensioners,All,All
Renfrewshire,2018,neighbourhood_rating,Fairly good,26,All,All,All,All,Pensioners,All,All
West Dunbartonshire,2018,neighbourhood_rating,Fairly good,37,All,All,All,All,Pensioners,All,All
Fife,2013,neighbourhood_rating,Fairly poor,1,All,All,All,All,Pensioners,All,All
South Lanarkshire,2018,neighbourhood_rating,Fairly good,28,All,All,All,All,Pensioners,All,All
Scottish Borders,2013,neighbourhood_rating,Fairly good,23,All,All,All,All,Pensioners,All,All
Falkirk,2015,neighbourhood_rating,Fairly good,28,All,All,All,All,Pensioners,All,All
Aberdeen City,2018,neighbourhood_rating,Fairly good,36,All,All,All,All,Pensioners,All,All
Orkney Islands,2016,neighbourhood_rating,Fairly good,9,All,All,All,All,Pensioners,All,All
City of Edinburgh,2015,neighbourhood_rating,Very good,66,All,All,All,All,Pensioners,All,All
North Lanarkshire,2018,neighbourhood_rating,Fairly good,44,All,All,All,All,Pensioners,All,All
Glasgow City,2018,neighbourhood_rating,Fairly good,44,All,All,All,All,Pensioners,All,All
Aberdeenshire,2015,neighbourhood_rating,Fairly good,17,All,All,All,All,Pensioners,All,All
Orkney Islands,2013,neighbourhood_rating,Very good,93,All,All,All,All,Pensioners,All,All
Argyll and Bute,2014,neighbourhood_rating,Fairly good,20,All,All,All,All,Pensioners,All,All
Moray,2015,neighbourhood_rating,Very poor,2,All,All,All,All,Pensioners,All,All
Angus,2014,neighbourhood_rating,Very good,66,All,All,All,All,Pensioners,All,All
Angus,2016,neighbourhood_rating,Very good,70,All,All,All,All,Pensioners,All,All
East Renfrewshire,2018,neighbourhood_rating,Fairly good,27,All,All,All,All,Pensioners,All,All
Inverclyde,2018,neighbourhood_rating,Fairly poor,2,All,All,All,All,Pensioners,All,All
Highland,2018,neighbourhood_rating,Fairly good,19,All,All,All,All,Pensioners,All,All
Midlothian,2018,neighbourhood_rating,Fairly poor,3,All,All,All,All,Pensioners,All,All
City of Edinburgh,2018,neighbourhood_rating,Fairly good,30,All,All,All,All,Pensioners,All,All
Moray,2018,neighbourhood_rating,Fairly good,13,All,All,All,All,Pensioners,All,All
South Lanarkshire,2017,neighbourhood_rating,Fairly poor,3,All,All,All,All,Pensioners,All,All
Highland,2019,neighbourhood_rating,Fairly poor,2,All,All,All,All,Pensioners,All,All
Argyll and Bute,2018,neighbourhood_rating,Fairly good,17,All,All,All,All,Pensioners,All,All
Moray,2013,neighbourhood_rating,Fairly good,27,All,All,All,All,Pensioners,All,All
Aberdeen City,2013,neighbourhood_rating,Fairly good,33,All,All,All,All,Pensioners,All,All
North Ayrshire,2016,neighbourhood_rating,Fairly good,19,All,All,All,All,Pensioners,All,All
Na h-Eileanan Siar,2018,neighbourhood_rating,Fairly good,15,All,All,All,All,Pensioners,All,All
Aberdeenshire,2017,neighbourhood_rating,Fairly poor,1,All,All,All,All,Pensioners,All,All
Orkney Islands,2013,neighbourhood_rating,Fairly good,7,All,All,All,All,Pensioners,All,All
Aberdeen City,2016,neighbourhood_rating,Very good,69,All,All,All,All,Pensioners,All,All
East Lothian,2016,neighbourhood_rating,Fairly poor,4,All,All,All,All,Pensioners,All,All
Dumfries and Galloway,2013,neighbourhood_rating,No opinion,3,All,All,All,All,Pensioners,All,All
Na h-Eileanan Siar,2015,neighbourhood_rating,Fairly good,16,All,All,All,All,Pensioners,All,All
Renfrewshire,2017,neighbourhood_rating,Fairly good,27,All,All,All,All,Pensioners,All,All
Glasgow City,2014,neighbourhood_rating,No opinion,0,All,All,All,All,Pensioners,All,All
Na h-Eileanan Siar,2016,neighbourhood_rating,Fairly good,5,All,All,All,All,Pensioners,All,All
South Lanarkshire,2016,neighbourhood_rating,Very good,65,All,All,All,All,Pensioners,All,All
Orkney Islands,2017,neighbourhood_rating,Fairly good,4,All,All,All,All,Pensioners,All,All
Scottish Borders,2016,neighbourhood_rating,Fairly good,21,All,All,All,All,Pensioners,All,All
Clackmannanshire,2017,neighbourhood_rating,Very good,51,All,All,All,All,Pensioners,All,All
North Lanarkshire,2015,neighbourhood_rating,No opinion,1,All,All,All,All,Pensioners,All,All
Moray,2016,neighbourhood_rating,Fairly good,19,All,All,All,All,Pensioners,All,All
Clackmannanshire,2014,neighbourhood_rating,Very good,62,All,All,All,All,Pensioners,All,All
South Lanarkshire,2019,neighbourhood_rating,Fairly good,34,All,All,All,All,Pensioners,All,All
East Lothian,2014,neighbourhood_rating,Very good,72,All,All,All,All,Pensioners,All,All
Stirling,2015,neighbourhood_rating,Fairly good,23,All,All,All,All,Pensioners,All,All
East Lothian,2016,neighbourhood_rating,Fairly good,19,All,All,All,All,Pensioners,All,All
East Lothian,2017,neighbourhood_rating,Very good,67,All,All,All,All,Pensioners,All,All
West Dunbartonshire,2014,neighbourhood_rating,Very good,54,All,All,All,All,Pensioners,All,All
North Ayrshire,2017,neighbourhood_rating,Fairly good,37,All,All,All,All,Pensioners,All,All
East Ayrshire,2018,neighbourhood_rating,Fairly poor,8,All,All,All,All,Pensioners,All,All
East Lothian,2018,neighbourhood_rating,Fairly poor,2,All,All,All,All,Pensioners,All,All
East Lothian,2017,neighbourhood_rating,Very poor,1,All,All,All,All,Pensioners,All,All
Fife,2016,neighbourhood_rating,No opinion,0,All,All,All,All,Pensioners,All,All
West Lothian,2017,neighbourhood_rating,Fairly good,35,All,All,All,All,Pensioners,All,All
Shetland Islands,2017,neighbourhood_rating,Fairly good,20,All,All,All,All,Pensioners,All,All
Scotland,2018,neighbourhood_rating,Fairly good,29,All,All,All,All,Pensioners,All,All
Argyll and Bute,2015,neighbourhood_rating,Fairly good,25,All,All,All,All,Pensioners,All,All
East Dunbartonshire,2018,neighbourhood_rating,Fairly good,20,All,All,All,All,Pensioners,All,All
East Lothian,2015,neighbourhood_rating,Fairly good,12,All,All,All,All,Pensioners,All,All
Aberdeenshire,2018,neighbourhood_rating,Fairly good,22,All,All,All,All,Pensioners,All,All
West Lothian,2014,neighbourhood_rating,Fairly good,44,All,All,All,All,Pensioners,All,All
Clackmannanshire,2018,neighbourhood_rating,Fairly poor,3,All,All,All,All,Pensioners,All,All
Inverclyde,2016,neighbourhood_rating,Fairly good,37,All,All,All,All,Pensioners,All,All
West Lothian,2015,neighbourhood_rating,Fairly good,48,All,All,All,All,Pensioners,All,All
Dumfries and Galloway,2018,neighbourhood_rating,Fairly poor,1,All,All,All,All,Pensioners,All,All
Stirling,2019,neighbourhood_rating,Fairly good,13,All,All,All,All,Pensioners,All,All
West Dunbartonshire,2017,neighbourhood_rating,Fairly good,45,All,All,All,All,Pensioners,All,All
Fife,2018,neighbourhood_rating,Fairly good,30,All,All,All,All,Pensioners,All,All
Dumfries and Galloway,2018,neighbourhood_rating,Fairly good,24,All,All,All,All,Pensioners,All,All
Moray,2013,neighbourhood_rating,Very good,70,All,All,All,All,Pensioners,All,All
South Ayrshire,2017,neighbourhood_rating,Fairly good,24,All,All,All,All,Pensioners,All,All
Stirling,2014,neighbourhood_rating,Fairly poor,3,All,All,All,All,Pensioners,All,All
Scotland,2013,neighbourhood_rating,Fairly good,32,All,All,All,All,Pensioners,All,All
Glasgow City,2017,neighbourhood_rating,Fairly good,40,All,All,All,All,Pensioners,All,All
Dundee City,2017,neighbourhood_rating,Very good,59,All,All,All,All,Pensioners,All,All
Scottish Borders,2015,neighbourhood_rating,Fairly good,26,All,All,All,All,Pensioners,All,All
North Ayrshire,2019,neighbourhood_rating,Fairly poor,2,All,All,All,All,Pensioners,All,All
Midlothian,2019,neighbourhood_rating,Fairly poor,1,All,All,All,All,Pensioners,All,All
Scottish Borders,2015,neighbourhood_rating,Fairly poor,4,All,All,All,All,Pensioners,All,All
Perth and Kinross,2019,neighbourhood_rating,Fairly poor,1,All,All,All,All,Pensioners,All,All
Inverclyde,2014,neighbourhood_rating,Fairly poor,3,All,All,All,All,Pensioners,All,All
South Lanarkshire,2015,neighbourhood_rating,Fairly poor,6,All,All,All,All,Pensioners,All,All
Highland,2016,neighbourhood_rating,Fairly good,12,All,All,All,All,Pensioners,All,All
North Lanarkshire,2015,neighbourhood_rating,Very good,56,All,All,All,All,Pensioners,All,All
Fife,2015,neighbourhood_rating,Fairly good,34,All,All,All,All,Pensioners,All,All
East Dunbartonshire,2013,neighbourhood_rating,Fairly poor,1,All,All,All,All,Pensioners,All,All
Scottish Borders,2014,neighbourhood_rating,Fairly poor,1,All,All,All,All,Pensioners,All,All
North Ayrshire,2014,neighbourhood_rating,Fairly poor,1,All,All,All,All,Pensioners,All,All
Inverclyde,2016,neighbourhood_rating,Fairly poor,1,All,All,All,All,Pensioners,All,All
North Lanarkshire,2014,neighbourhood_rating,Very good,61,All,All,All,All,Pensioners,All,All
East Lothian,2014,neighbourhood_rating,Fairly good,27,All,All,All,All,Pensioners,All,All
Moray,2016,neighbourhood_rating,Fairly poor,2,All,All,All,All,Pensioners,All,All
Dumfries and Galloway,2014,neighbourhood_rating,Fairly poor,1,All,All,All,All,Pensioners,All,All
East Ayrshire,2015,neighbourhood_rating,Fairly poor,2,All,All,All,All,Pensioners,All,All
Falkirk,2019,neighbourhood_rating,Very good,60,All,All,All,All,Pensioners,All,All
West Dunbartonshire,2016,neighbourhood_rating,Very good,66,All,All,All,All,Pensioners,All,All
North Ayrshire,2019,neighbourhood_rating,Very poor,1,All,All,All,All,Pensioners,All,All
Angus,2017,neighbourhood_rating,Very good,75,All,All,All,All,Pensioners,All,All
Renfrewshire,2016,neighbourhood_rating,Fairly poor,1,All,All,All,All,Pensioners,All,All
East Renfrewshire,2013,neighbourhood_rating,Very good,75,All,All,All,All,Pensioners,All,All
Midlothian,2019,neighbourhood_rating,Very good,54,All,All,All,All,Pensioners,All,All
Shetland Islands,2019,neighbourhood_rating,Very good,83,All,All,All,All,Pensioners,All,All
Aberdeenshire,2019,neighbourhood_rating,Fairly poor,2,All,All,All,All,Pensioners,All,All
Falkirk,2015,neighbourhood_rating,Fairly poor,3,All,All,All,All,Pensioners,All,All
East Renfrewshire,2017,neighbourhood_rating,Very good,73,All,All,All,All,Pensioners,All,All
Inverclyde,2014,neighbourhood_rating,Very good,62,All,All,All,All,Pensioners,All,All
Perth and Kinross,2016,neighbourhood_rating,Fairly poor,2,All,All,All,All,Pensioners,All,All
East Ayrshire,2013,neighbourhood_rating,Very poor,2,All,All,All,All,Pensioners,All,All
South Ayrshire,2019,neighbourhood_rating,Very poor,1,All,All,All,All,Pensioners,All,All
South Lanarkshire,2017,neighbourhood_rating,Very good,53,All,All,All,All,Pensioners,All,All
Argyll and Bute,2019,neighbourhood_rating,Fairly poor,1,All,All,All,All,Pensioners,All,All
Perth and Kinross,2014,neighbourhood_rating,Fairly poor,1,All,All,All,All,Pensioners,All,All
Aberdeen City,2013,neighbourhood_rating,Fairly poor,1,All,All,All,All,Pensioners,All,All
Renfrewshire,2015,neighbourhood_rating,Fairly poor,2,All,All,All,All,Pensioners,All,All
Argyll and Bute,2013,neighbourhood_rating,Very good,78,All,All,All,All,Pensioners,All,All
North Lanarkshire,2014,neighbourhood_rating,Fairly poor,2,All,All,All,All,Pensioners,All,All
South Ayrshire,2017,neighbourhood_rating,Very good,75,All,All,All,All,Pensioners,All,All
North Lanarkshire,2019,neighbourhood_rating,Fairly poor,4,All,All,All,All,Pensioners,All,All
East Renfrewshire,2014,neighbourhood_rating,Fairly poor,2,All,All,All,All,Pensioners,All,All
Renfrewshire,2017,neighbourhood_rating,Very good,73,All,All,All,All,Pensioners,All,All
Midlothian,2016,neighbourhood_rating,Fairly poor,1,All,All,All,All,Pensioners,All,All
Shetland Islands,2015,neighbourhood_rating,Fairly good,14,All,All,All,All,Pensioners,All,All
South Lanarkshire,2019,neighbourhood_rating,Very good,62,All,All,All,All,Pensioners,All,All
Scotland,2017,neighbourhood_rating,Very good,67,All,All,All,All,Pensioners,All,All
East Ayrshire,2019,neighbourhood_rating,Fairly poor,4,All,All,All,All,Pensioners,All,All
Scotland,2016,neighbourhood_rating,Very poor,1,All,All,All,All,Pensioners,All,All
Scottish Borders,2013,neighbourhood_rating,Very good,76,All,All,All,All,Pensioners,All,All
Aberdeen City,2017,neighbourhood_rating,Very good,72,All,All,All,All,Pensioners,All,All
Angus,2014,neighbourhood_rating,Fairly poor,1,All,All,All,All,Pensioners,All,All
South Lanarkshire,2017,neighbourhood_rating,Very poor,1,All,All,All,All,Pensioners,All,All
City of Edinburgh,2017,neighbourhood_rating,Very good,70,All,All,All,All,Pensioners,All,All
North Ayrshire,2014,neighbourhood_rating,Very good,62,All,All,All,All,Pensioners,All,All
Aberdeenshire,2015,neighbourhood_rating,Fairly poor,1,All,All,All,All,Pensioners,All,All
Perth and Kinross,2017,neighbourhood_rating,Very good,70,All,All,All,All,Pensioners,All,All
East Ayrshire,2013,neighbourhood_rating,Fairly poor,5,All,All,All,All,Pensioners,All,All
City of Edinburgh,2015,neighbourhood_rating,Fairly poor,2,All,All,All,All,Pensioners,All,All
Angus,2018,neighbourhood_rating,Fairly good,19,All,All,All,All,Pensioners,All,All
East Renfrewshire,2018,neighbourhood_rating,Fairly poor,2,All,All,All,All,Pensioners,All,All
Falkirk,2018,neighbourhood_rating,Fairly good,27,All,All,All,All,Pensioners,All,All
Dundee City,2018,neighbourhood_rating,Fairly good,44,All,All,All,All,Pensioners,All,All
West Lothian,2018,neighbourhood_rating,Fairly good,50,All,All,All,All,Pensioners,All,All
South Lanarkshire,2016,neighbourhood_rating,Fairly poor,2,All,All,All,All,Pensioners,All,All
Fife,2016,neighbourhood_rating,Fairly poor,3,All,All,All,All,Pensioners,All,All
South Ayrshire,2016,neighbourhood_rating,Fairly poor,3,All,All,All,All,Pensioners,All,All
Clackmannanshire,2016,neighbourhood_rating,Fairly poor,2,All,All,All,All,Pensioners,All,All
South Ayrshire,2015,neighbourhood_rating,Very good,79,All,All,All,All,Pensioners,All,All
Glasgow City,2013,neighbourhood_rating,Fairly poor,6,All,All,All,All,Pensioners,All,All
Shetland Islands,2014,neighbourhood_rating,Fairly poor,2,All,All,All,All,Pensioners,All,All
Dumfries and Galloway,2014,neighbourhood_rating,Fairly good,28,All,All,All,All,Pensioners,All,All
Moray,2018,neighbourhood_rating,Fairly poor,1,All,All,All,All,Pensioners,All,All
Dumfries and Galloway,2013,neighbourhood_rating,Fairly poor,2,All,All,All,All,Pensioners,All,All
Scotland,2016,neighbourhood_rating,Fairly poor,2,All,All,All,All,Pensioners,All,All
Stirling,2016,neighbourhood_rating,Fairly poor,2,All,All,All,All,Pensioners,All,All
Stirling,2016,neighbourhood_rating,Very good,76,All,All,All,All,Pensioners,All,All
South Ayrshire,2017,neighbourhood_rating,Very poor,1,All,All,All,All,Pensioners,All,All
Highland,2017,neighbourhood_rating,Very good,86,All,All,All,All,Pensioners,All,All
Na h-Eileanan Siar,2019,neighbourhood_rating,Very good,96,All,All,All,All,Pensioners,All,All
Falkirk,2017,neighbourhood_rating,Very good,59,All,All,All,All,Pensioners,All,All
North Lanarkshire,2018,neighbourhood_rating,Fairly poor,4,All,All,All,All,Pensioners,All,All
Inverclyde,2019,neighbourhood_rating,Very good,66,All,All,All,All,Pensioners,All,All
South Ayrshire,2014,neighbourhood_rating,Fairly poor,3,All,All,All,All,Pensioners,All,All
East Lothian,2013,neighbourhood_rating,Fairly poor,1,All,All,All,All,Pensioners,All,All
Aberdeen City,2016,neighbourhood_rating,Fairly poor,2,All,All,All,All,Pensioners,All,All
Highland,2016,neighbourhood_rating,Very good,86,All,All,All,All,Pensioners,All,All
West Dunbartonshire,2016,neighbourhood_rating,Very poor,1,All,All,All,All,Pensioners,All,All
East Lothian,2019,neighbourhood_rating,Fairly poor,2,All,All,All,All,Pensioners,All,All
Shetland Islands,2014,neighbourhood_rating,Very good,87,All,All,All,All,Pensioners,All,All
Midlothian,2013,neighbourhood_rating,Fairly poor,2,All,All,All,All,Pensioners,All,All
South Ayrshire,2015,neighbourhood_rating,Fairly poor,2,All,All,All,All,Pensioners,All,All
Stirling,2016,neighbourhood_rating,Fairly good,22,All,All,All,All,Pensioners,All,All
Moray,2019,neighbourhood_rating,Fairly poor,3,All,All,All,All,Pensioners,All,All
Scotland,2015,neighbourhood_rating,Fairly good,30,All,All,All,All,Pensioners,All,All
Shetland Islands,2013,neighbourhood_rating,Very good,90,All,All,All,All,Pensioners,All,All
Glasgow City,2018,neighbourhood_rating,Fairly poor,2,All,All,All,All,Pensioners,All,All
East Ayrshire,2016,neighbourhood_rating,Fairly poor,5,All,All,All,All,Pensioners,All,All
Scotland,2014,neighbourhood_rating,Fairly poor,2,All,All,All,All,Pensioners,All,All
East Ayrshire,2014,neighbourhood_rating,Fairly poor,5,All,All,All,All,Adults,All,All
North Ayrshire,2013,neighbourhood_rating,Fairly good,48,All,All,All,All,Adults,All,All
West Dunbartonshire,2019,neighbourhood_rating,Fairly good,37,All,All,All,All,Adults,All,All
Aberdeen City,2019,neighbourhood_rating,Fairly good,47,All,All,All,All,Adults,All,All
West Lothian,2019,neighbourhood_rating,Fairly poor,8,All,All,All,All,Adults,All,All
Perth and Kinross,2013,neighbourhood_rating,Fairly good,35,All,All,All,All,Adults,All,All
Shetland Islands,2015,neighbourhood_rating,No opinion,1,All,All,All,All,Adults,All,All
Dundee City,2019,neighbourhood_rating,Fairly poor,7,All,All,All,All,Adults,All,All
South Ayrshire,2016,neighbourhood_rating,Fairly poor,8,All,All,All,All,Adults,All,All
North Ayrshire,2019,neighbourhood_rating,Very poor,2,All,All,All,All,Adults,All,All
Orkney Islands,2014,neighbourhood_rating,Fairly good,22,All,All,All,All,Adults,All,All
Renfrewshire,2014,neighbourhood_rating,Fairly good,39,All,All,All,All,Adults,All,All
Angus,2019,neighbourhood_rating,Fairly poor,5,All,All,All,All,Adults,All,All
Angus,2013,neighbourhood_rating,Fairly poor,2,All,All,All,All,Adults,All,All
Angus,2015,neighbourhood_rating,No opinion,3,All,All,All,All,Adults,All,All
Inverclyde,2019,neighbourhood_rating,Very poor,2,All,All,All,All,Adults,All,All
West Lothian,2019,neighbourhood_rating,Very poor,2,All,All,All,All,Adults,All,All
Stirling,2015,neighbourhood_rating,Fairly good,35,All,All,All,All,Adults,All,All
West Dunbartonshire,2019,neighbourhood_rating,Fairly poor,9,All,All,All,All,Adults,All,All
West Dunbartonshire,2015,neighbourhood_rating,Fairly good,50,All,All,All,All,Adults,All,All
Scotland,2016,neighbourhood_rating,No opinion,0,All,All,All,All,Adults,All,All
South Lanarkshire,2016,neighbourhood_rating,Fairly poor,3,All,All,All,All,Adults,All,All
Glasgow City,2017,neighbourhood_rating,Fairly good,44,All,All,All,All,Adults,All,All
Orkney Islands,2019,neighbourhood_rating,Fairly poor,1,All,All,All,All,Adults,All,All
Scotland,2016,neighbourhood_rating,Fairly good,41,All,All,All,All,Adults,All,All
East Ayrshire,2019,neighbourhood_rating,Fairly poor,5,All,All,All,All,Adults,All,All
Orkney Islands,2016,neighbourhood_rating,Fairly good,19,All,All,All,All,Adults,All,All
Fife,2019,neighbourhood_rating,Very poor,1,All,All,All,All,Adults,All,All
West Dunbartonshire,2019,neighbourhood_rating,Very poor,8,All,All,All,All,Adults,All,All
Orkney Islands,2013,neighbourhood_rating,Fairly good,18,All,All,All,All,Adults,All,All
Scottish Borders,2016,neighbourhood_rating,No opinion,1,All,All,All,All,Adults,All,All
Angus,2019,neighbourhood_rating,Fairly good,31,All,All,All,All,Adults,All,All
Dundee City,2013,neighbourhood_rating,Fairly poor,6,All,All,All,All,Adults,All,All
